-180.74513576591266,5.384388987054612,0
367.71709684468414,-133.5661815461659,0
-425.65877658973346,90.9175712145367,0
-248.83488326079603,128.62393896427892,0
-50.68314753740614,-128.1458089840125,0
75.2942887301148,26.23275345678328,0
-49.12921634556164,13.413370047017269,1
-52.98410454105909,162.60027949184482,1
-185.06771680150618,-167.34934395994983,1
125.58313322242515,158.91833522326164,2
185.79696725505758,-50.071205268702236,2
299.7664789617999,35.3852484997333,2
84.03901739885654,-152.33183259450524,2
